Filename;Annotation tag;Upper left corner X;Upper left corner Y;Lower right corner X;Lower right corner Y;Occluded,On another road;Origin file;Origin frame number;Origin track;Origin track frame number
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/pedestrianCrossing_1330545944.avi_image10.png;pedestrianCrossing;373;189;402;218;0,0;aiua120214-0/DataLog02142012_external_camera.avi;3325;pedestrianCrossing_1330545944.avi;72
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/pedestrianCrossing_1330545944.avi_image11.png;pedestrianCrossing;375;191;404;220;0,0;aiua120214-0/DataLog02142012_external_camera.avi;3332;pedestrianCrossing_1330545944.avi;79
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/pedestrianCrossing_1330545944.avi_image12.png;pedestrianCrossing;379;192;408;221;0,0;aiua120214-0/DataLog02142012_external_camera.avi;3339;pedestrianCrossing_1330545944.avi;86
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/pedestrianCrossing_1330545944.avi_image13.png;pedestrianCrossing;384;197;413;226;0,0;aiua120214-0/DataLog02142012_external_camera.avi;3346;pedestrianCrossing_1330545944.avi;93
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/pedestrianCrossing_1330545944.avi_image14.png;pedestrianCrossing;396;198;425;227;0,0;aiua120214-0/DataLog02142012_external_camera.avi;3353;pedestrianCrossing_1330545944.avi;100
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/pedestrianCrossing_1330545944.avi_image15.png;pedestrianCrossing;413;198;442;227;0,0;aiua120214-0/DataLog02142012_external_camera.avi;3360;pedestrianCrossing_1330545944.avi;107
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/pedestrianCrossing_1330545944.avi_image16.png;pedestrianCrossing;437;197;467;228;0,0;aiua120214-0/DataLog02142012_external_camera.avi;3367;pedestrianCrossing_1330545944.avi;114
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/pedestrianCrossing_1330545944.avi_image17.png;pedestrianCrossing;466;198;497;230;0,0;aiua120214-0/DataLog02142012_external_camera.avi;3374;pedestrianCrossing_1330545944.avi;121
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/pedestrianCrossing_1330545944.avi_image18.png;pedestrianCrossing;499;196;532;229;0,0;aiua120214-0/DataLog02142012_external_camera.avi;3381;pedestrianCrossing_1330545944.avi;128
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/pedestrianCrossing_1330545944.avi_image19.png;pedestrianCrossing;533;199;566;232;0,0;aiua120214-0/DataLog02142012_external_camera.avi;3388;pedestrianCrossing_1330545944.avi;135
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/pedestrianCrossing_1330545944.avi_image20.png;pedestrianCrossing;569;198;604;233;0,0;aiua120214-0/DataLog02142012_external_camera.avi;3395;pedestrianCrossing_1330545944.avi;142
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/pedestrianCrossing_1330545944.avi_image21.png;pedestrianCrossing;605;199;640;234;0,0;aiua120214-0/DataLog02142012_external_camera.avi;3402;pedestrianCrossing_1330545944.avi;149
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/pedestrianCrossing_1330545944.avi_image22.png;pedestrianCrossing;636;199;672;235;0,0;aiua120214-0/DataLog02142012_external_camera.avi;3409;pedestrianCrossing_1330545944.avi;156
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/pedestrianCrossing_1330545944.avi_image23.png;pedestrianCrossing;665;198;703;236;0,0;aiua120214-0/DataLog02142012_external_camera.avi;3416;pedestrianCrossing_1330545944.avi;163
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/pedestrianCrossing_1330545944.avi_image24.png;pedestrianCrossing;694;192;734;233;0,0;aiua120214-0/DataLog02142012_external_camera.avi;3423;pedestrianCrossing_1330545944.avi;170
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/pedestrianCrossing_1330545944.avi_image25.png;pedestrianCrossing;726;184;770;228;0,0;aiua120214-0/DataLog02142012_external_camera.avi;3430;pedestrianCrossing_1330545944.avi;177
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/pedestrianCrossing_1330545944.avi_image26.png;pedestrianCrossing;763;181;812;228;0,0;aiua120214-0/DataLog02142012_external_camera.avi;3437;pedestrianCrossing_1330545944.avi;184
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/pedestrianCrossing_1330545944.avi_image27.png;pedestrianCrossing;805;171;855;221;0,0;aiua120214-0/DataLog02142012_external_camera.avi;3444;pedestrianCrossing_1330545944.avi;191
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/pedestrianCrossing_1330545944.avi_image28.png;pedestrianCrossing;850;162;907;218;0,0;aiua120214-0/DataLog02142012_external_camera.avi;3451;pedestrianCrossing_1330545944.avi;198
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/pedestrianCrossing_1330545944.avi_image29.png;pedestrianCrossing;900;155;963;218;0,0;aiua120214-0/DataLog02142012_external_camera.avi;3458;pedestrianCrossing_1330545944.avi;205
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/stop_1330546017.avi_image0.png;stop;708;134;753;180;0,0;aiua120214-0/DataLog02142012_external_camera.avi;4837;stop_1330546017.avi;2
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/stop_1330546017.avi_image0.png;pedestrianCrossing;23;175;41;194;0,0;aiua120214-0/DataLog02142012_external_camera.avi;4837;stop_1330546017.avi;2
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/stop_1330546017.avi_image1.png;stop;731;128;778;177;0,0;aiua120214-0/DataLog02142012_external_camera.avi;4842;stop_1330546017.avi;7
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/stop_1330546017.avi_image1.png;pedestrianCrossing;23;177;42;197;0,0;aiua120214-0/DataLog02142012_external_camera.avi;4842;stop_1330546017.avi;7
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/stop_1330546017.avi_image2.png;stop;758;119;808;172;0,0;aiua120214-0/DataLog02142012_external_camera.avi;4847;stop_1330546017.avi;12
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/stop_1330546017.avi_image2.png;pedestrianCrossing;23;174;43;196;0,0;aiua120214-0/DataLog02142012_external_camera.avi;4847;stop_1330546017.avi;12
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/stop_1330546017.avi_image3.png;stop;790;105;844;163;0,0;aiua120214-0/DataLog02142012_external_camera.avi;4852;stop_1330546017.avi;17
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/stop_1330546017.avi_image3.png;pedestrianCrossing;27;169;49;191;0,0;aiua120214-0/DataLog02142012_external_camera.avi;4852;stop_1330546017.avi;17
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/stop_1330546017.avi_image4.png;stop;825;92;884;154;0,0;aiua120214-0/DataLog02142012_external_camera.avi;4857;stop_1330546017.avi;22
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/stop_1330546017.avi_image4.png;pedestrianCrossing;32;164;54;187;0,0;aiua120214-0/DataLog02142012_external_camera.avi;4857;stop_1330546017.avi;22
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/stop_1330546017.avi_image5.png;stop;868;82;933;149;0,0;aiua120214-0/DataLog02142012_external_camera.avi;4862;stop_1330546017.avi;27
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/stop_1330546017.avi_image5.png;pedestrianCrossing;35;162;58;184;0,0;aiua120214-0/DataLog02142012_external_camera.avi;4862;stop_1330546017.avi;27
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/stop_1330546017.avi_image6.png;stop;914;69;986;143;0,0;aiua120214-0/DataLog02142012_external_camera.avi;4867;stop_1330546017.avi;32
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/stop_1330546017.avi_image6.png;pedestrianCrossing;39;165;62;188;0,0;aiua120214-0/DataLog02142012_external_camera.avi;4867;stop_1330546017.avi;32
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/stop_1330546017.avi_image7.png;pedestrianCrossing;45;166;67;188;0,0;aiua120214-0/DataLog02142012_external_camera.avi;4872;stop_1330546017.avi;37
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/stop_1330546017.avi_image8.png;pedestrianCrossing;52;157;74;179;0,0;aiua120214-0/DataLog02142012_external_camera.avi;4877;stop_1330546017.avi;42
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/pedestrianCrossing_1330546021.avi_image0.png;pedestrianCrossing;82;147;105;169;0,0;aiua120214-0/DataLog02142012_external_camera.avi;4908;pedestrianCrossing_1330546021.avi;2
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/pedestrianCrossing_1330546021.avi_image1.png;pedestrianCrossing;87;144;110;166;0,0;aiua120214-0/DataLog02142012_external_camera.avi;4918;pedestrianCrossing_1330546021.avi;12
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/pedestrianCrossing_1330546021.avi_image2.png;pedestrianCrossing;89;140;113;163;0,0;aiua120214-0/DataLog02142012_external_camera.avi;4928;pedestrianCrossing_1330546021.avi;22
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/pedestrianCrossing_1330546021.avi_image3.png;pedestrianCrossing;91;137;116;161;0,0;aiua120214-0/DataLog02142012_external_camera.avi;4938;pedestrianCrossing_1330546021.avi;32
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/pedestrianCrossing_1330546021.avi_image4.png;pedestrianCrossing;92;135;117;159;0,0;aiua120214-0/DataLog02142012_external_camera.avi;4948;pedestrianCrossing_1330546021.avi;42
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/pedestrianCrossing_1330546021.avi_image5.png;pedestrianCrossing;92;134;118;159;0,0;aiua120214-0/DataLog02142012_external_camera.avi;4958;pedestrianCrossing_1330546021.avi;52
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/pedestrianCrossing_1330546021.avi_image6.png;pedestrianCrossing;91;140;117;165;0,0;aiua120214-0/DataLog02142012_external_camera.avi;4968;pedestrianCrossing_1330546021.avi;62
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/pedestrianCrossing_1330546021.avi_image7.png;pedestrianCrossing;91;140;117;165;0,0;aiua120214-0/DataLog02142012_external_camera.avi;4978;pedestrianCrossing_1330546021.avi;72
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/pedestrianCrossing_1330546021.avi_image8.png;pedestrianCrossing;91;140;117;165;0,0;aiua120214-0/DataLog02142012_external_camera.avi;4988;pedestrianCrossing_1330546021.avi;82
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/pedestrianCrossing_1330546021.avi_image9.png;pedestrianCrossing;91;140;117;165;0,0;aiua120214-0/DataLog02142012_external_camera.avi;4998;pedestrianCrossing_1330546021.avi;92
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/pedestrianCrossing_1330546021.avi_image10.png;pedestrianCrossing;91;141;117;166;0,0;aiua120214-0/DataLog02142012_external_camera.avi;5008;pedestrianCrossing_1330546021.avi;102
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/pedestrianCrossing_1330546021.avi_image11.png;pedestrianCrossing;93;141;119;166;0,0;aiua120214-0/DataLog02142012_external_camera.avi;5018;pedestrianCrossing_1330546021.avi;112
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/pedestrianCrossing_1330546021.avi_image12.png;pedestrianCrossing;97;143;124;169;0,0;aiua120214-0/DataLog02142012_external_camera.avi;5028;pedestrianCrossing_1330546021.avi;122
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/pedestrianCrossing_1330546021.avi_image13.png;pedestrianCrossing;107;144;134;170;0,0;aiua120214-0/DataLog02142012_external_camera.avi;5038;pedestrianCrossing_1330546021.avi;132
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/pedestrianCrossing_1330546021.avi_image14.png;pedestrianCrossing;123;145;150;171;0,0;aiua120214-0/DataLog02142012_external_camera.avi;5048;pedestrianCrossing_1330546021.avi;142
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/pedestrianCrossing_1330546021.avi_image15.png;pedestrianCrossing;138;147;167;174;0,0;aiua120214-0/DataLog02142012_external_camera.avi;5058;pedestrianCrossing_1330546021.avi;152
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/pedestrianCrossing_1330546021.avi_image16.png;pedestrianCrossing;157;141;185;169;0,0;aiua120214-0/DataLog02142012_external_camera.avi;5068;pedestrianCrossing_1330546021.avi;162
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/pedestrianCrossing_1330546021.avi_image17.png;pedestrianCrossing;186;129;214;157;0,0;aiua120214-0/DataLog02142012_external_camera.avi;5078;pedestrianCrossing_1330546021.avi;172
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/pedestrianCrossing_1330546021.avi_image20.png;pedestrianCrossing;276;216;305;245;0,0;aiua120214-0/DataLog02142012_external_camera.avi;5108;pedestrianCrossing_1330546021.avi;202
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/pedestrianCrossing_1330546021.avi_image21.png;pedestrianCrossing;298;207;327;237;0,0;aiua120214-0/DataLog02142012_external_camera.avi;5118;pedestrianCrossing_1330546021.avi;212
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/pedestrianCrossing_1330546021.avi_image22.png;pedestrianCrossing;328;222;358;253;0,0;aiua120214-0/DataLog02142012_external_camera.avi;5128;pedestrianCrossing_1330546021.avi;222
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/pedestrianCrossing_1330546021.avi_image23.png;pedestrianCrossing;359;217;391;250;0,0;aiua120214-0/DataLog02142012_external_camera.avi;5138;pedestrianCrossing_1330546021.avi;232
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/pedestrianCrossing_1330546021.avi_image24.png;pedestrianCrossing;394;216;428;251;0,0;aiua120214-0/DataLog02142012_external_camera.avi;5148;pedestrianCrossing_1330546021.avi;242
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/pedestrianCrossing_1330546021.avi_image25.png;pedestrianCrossing;434;208;471;245;0,0;aiua120214-0/DataLog02142012_external_camera.avi;5158;pedestrianCrossing_1330546021.avi;252
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/pedestrianCrossing_1330546021.avi_image26.png;pedestrianCrossing;481;199;520;238;0,0;aiua120214-0/DataLog02142012_external_camera.avi;5168;pedestrianCrossing_1330546021.avi;262
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/pedestrianCrossing_1330546021.avi_image27.png;pedestrianCrossing;531;189;576;233;0,0;aiua120214-0/DataLog02142012_external_camera.avi;5178;pedestrianCrossing_1330546021.avi;272
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/pedestrianCrossing_1330546021.avi_image28.png;pedestrianCrossing;591;177;638;224;0,0;aiua120214-0/DataLog02142012_external_camera.avi;5188;pedestrianCrossing_1330546021.avi;282
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/pedestrianCrossing_1330546021.avi_image29.png;pedestrianCrossing;653;170;706;225;0,0;aiua120214-0/DataLog02142012_external_camera.avi;5198;pedestrianCrossing_1330546021.avi;292
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/stop_1330546043.avi_image0.png;stop;909;129;971;191;0,0;aiua120214-0/DataLog02142012_external_camera.avi;5406;stop_1330546043.avi;2
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/stop_1330546043.avi_image1.png;stop;935;122;1001;188;0,0;aiua120214-0/DataLog02142012_external_camera.avi;5411;stop_1330546043.avi;7
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/stop_1330546076.avi_image0.png;stop;727;186;766;226;0,0;aiua120214-0/DataLog02142012_external_camera.avi;6190;stop_1330546076.avi;2
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/stop_1330546076.avi_image1.png;stop;745;179;787;222;0,0;aiua120214-0/DataLog02142012_external_camera.avi;6195;stop_1330546076.avi;7
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/stop_1330546076.avi_image2.png;stop;766;172;809;217;0,0;aiua120214-0/DataLog02142012_external_camera.avi;6200;stop_1330546076.avi;12
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/stop_1330546076.avi_image3.png;stop;787;165;834;212;0,0;aiua120214-0/DataLog02142012_external_camera.avi;6205;stop_1330546076.avi;17
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/stop_1330546076.avi_image4.png;stop;812;154;862;206;0,0;aiua120214-0/DataLog02142012_external_camera.avi;6210;stop_1330546076.avi;22
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/stop_1330546076.avi_image5.png;stop;838;146;893;202;0,0;aiua120214-0/DataLog02142012_external_camera.avi;6215;stop_1330546076.avi;27
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/stop_1330546076.avi_image6.png;stop;868;139;927;198;0,0;aiua120214-0/DataLog02142012_external_camera.avi;6220;stop_1330546076.avi;32
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/stop_1330546076.avi_image7.png;stop;904;130;966;195;0,0;aiua120214-0/DataLog02142012_external_camera.avi;6225;stop_1330546076.avi;37
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/stop_1330546076.avi_image8.png;stop;942;123;1010;193;0,0;aiua120214-0/DataLog02142012_external_camera.avi;6230;stop_1330546076.avi;42
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/stop_1330546169.avi_image5.png;stop;754;199;773;220;0,0;aiua120214-0/DataLog02142012_external_camera.avi;8063;stop_1330546169.avi;27
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/stop_1330546169.avi_image6.png;stop;751;197;772;219;0,0;aiua120214-0/DataLog02142012_external_camera.avi;8068;stop_1330546169.avi;32
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/stop_1330546169.avi_image7.png;stop;749;196;770;218;0,0;aiua120214-0/DataLog02142012_external_camera.avi;8073;stop_1330546169.avi;37
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/stop_1330546169.avi_image8.png;stop;745;193;767;216;0,0;aiua120214-0/DataLog02142012_external_camera.avi;8078;stop_1330546169.avi;42
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/stop_1330546169.avi_image9.png;stop;741;193;763;216;0,0;aiua120214-0/DataLog02142012_external_camera.avi;8083;stop_1330546169.avi;47
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/stop_1330546169.avi_image10.png;stop;735;193;758;217;0,0;aiua120214-0/DataLog02142012_external_camera.avi;8088;stop_1330546169.avi;52
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/stop_1330546169.avi_image11.png;stop;731;192;754;216;0,0;aiua120214-0/DataLog02142012_external_camera.avi;8093;stop_1330546169.avi;57
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/stop_1330546169.avi_image12.png;stop;729;186;753;211;0,0;aiua120214-0/DataLog02142012_external_camera.avi;8098;stop_1330546169.avi;62
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/stop_1330546169.avi_image13.png;stop;737;186;762;212;0,0;aiua120214-0/DataLog02142012_external_camera.avi;8103;stop_1330546169.avi;67
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/stop_1330546169.avi_image14.png;stop;750;189;776;216;0,0;aiua120214-0/DataLog02142012_external_camera.avi;8108;stop_1330546169.avi;72
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/stop_1330546169.avi_image15.png;stop;765;184;794;213;0,0;aiua120214-0/DataLog02142012_external_camera.avi;8113;stop_1330546169.avi;77
